BD,Indicators,Outcomes,OutcomeNo,Substrand,SubstrandNo,StrandNo and Strand
550,1- އެކްޓިވިޓީ ކަލަންޑަރުގައި ހިމަނައިފައިވާ ހަރަކާތްތައް ކުރިއަށް ގެންދާކަން ކަށަވަރުކުރޭ,ސްކޫލް ތެރޭގައި ހަރަކާތްތެރިވެ އުޅުން,5.4.3.1,ޕްރިންސިޕަލުގެ  ބައިވެރިވުމާއި ހަރަކާތްތެރިކަން,5.4.3,ފެންވަރު 5.4: އުނގެނުމާއި އުނގަންނައިދިނުމުގައި އިސްވެރިންގެ ދައުރު
551,2- ހަރަކާތްތައް ކުރިއަށް ގެންދިއުމަށް ބޭނުންވާ ލަފަޔާއި އިރުޝާދު ދޭ,ސްކޫލް ތެރޭގައި ހަރަކާތްތެރިވެ އުޅުން,5.4.3.1,ޕްރިންސިޕަލުގެ  ބައިވެރިވުމާއި ހަރަކާތްތެރިކަން,5.4.3,ފެންވަރު 5.4: އުނގެނުމާއި އުނގަންނައިދިނުމުގައި އިސްވެރިންގެ ދައުރު
807,3- ދަރިވަރުން ސްކޫލުގައި އުޅޭ ވަގުތުތަކުގައި ޕްރިންސިޕަލް ދަރިވަރުންނާ ބައްދަލުވެ، ވާހަކަދައްކައި ހަދާ,ސްކޫލް ތެރޭގައި ހަރަކާތްތެރިވެ އުޅުން,5.4.3.1,ޕްރިންސިޕަލުގެ  ބައިވެރިވުމާއި ހަރަކާތްތެރިކަން,5.4.3,ފެންވަރު 5.4: އުނގެނުމާއި އުނގަންނައިދިނުމުގައި އިސްވެރިންގެ ދައުރު
808,4- މުދައްރިސުން  ސްކޫލުގައި އުޅޭ ވަގުތުތަކުގައި ޕްރިންސިޕަލް މުދައްރިސުންނާ  ބައްދަލުވެ، ވާހަކަދައްކައި ހަދާ,ސްކޫލް ތެރޭގައި ހަރަކާތްތެރިވެ އުޅުން,5.4.3.1,ޕްރިންސިޕަލުގެ  ބައިވެރިވުމާއި ހަރަކާތްތެރިކަން,5.4.3,ފެންވަރު 5.4: އުނގެނުމާއި އުނގަންނައިދިނުމުގައި އިސްވެރިންގެ ދައުރު
810,5- ސްކޫލުން ކުރިއަށްގެންދާ ހަރަކާތްތައް ކުރިއަށްދާ އިރު ޕްރިންސިޕަލް ހާޒިރުވޭ,ސްކޫލް ތެރޭގައި ހަރަކާތްތެރިވެ އުޅުން,5.4.3.1,ޕްރިންސިޕަލުގެ  ބައިވެރިވުމާއި ހަރަކާތްތެރިކަން,5.4.3,ފެންވަރު 5.4: އުނގެނުމާއި އުނގަންނައިދިނުމުގައި އިސްވެރިންގެ ދައުރު
552,1- މުވައްޒަފުންނާ މަސްއޫލިއްޔަތު ހަވާލުކޮށްފައި ވޭ,މުވައްޒަފުންނާ ހަވާލުކޮށްފައިވާ ޒިންމާތަކާއި މަސްއޫލިއްޔަތުތަކަށް ޕްރިންސިޕަލް މުވައްޒަފުން ޖަވާބުދާރީކުރުވުން,5.4.4.1, ޕްރިންސިޕަލް، މުވައްޒަފުން ޖަވާބުދާރީކުރުވުން,5.4.4,ފެންވަރު 5.4: އުނގެނުމާއި އުނގަންނައިދިނުމުގައި އިސްވެރިންގެ ދައުރު
553,2- މުވައްޒަފުންގެ މަސައްކަތްތައް ރިޕޯޓުކުރާނެ ނިޒާމެއް ހަމަޖައްސައިފައި ވޭ,މުވައްޒަފުންނާ ހަވާލުކޮށްފައިވާ ޒިންމާތަކާއި މަސްއޫލިއްޔަތުތަކަށް ޕްރިންސިޕަލް މުވައްޒަފުން ޖަވާބުދާރީކުރުވުން,5.4.4.1, ޕްރިންސިޕަލް، މުވައްޒަފުން ޖަވާބުދާރީކުރުވުން,5.4.4,ފެންވަރު 5.4: އުނގެނުމާއި އުނގަންނައިދިނުމުގައި އިސްވެރިންގެ ދައުރު
554,3- މުވައްޒަފުން ޒިންމާދާރުކުރުމުގެ ގޮތުން އަޅަންޖެހޭ ފިޔަވަޅުތައްއަޅާ,މުވައްޒަފުންނާ ހަވާލުކޮށްފައިވާ ޒިންމާތަކާއި މަސްއޫލިއްޔަތުތަކަށް ޕްރިންސިޕަލް މުވައްޒަފުން ޖަވާބުދާރީކުރުވުން,5.4.4.1, ޕްރިންސިޕަލް، މުވައްޒަފުން ޖަވާބުދާރީކުރުވުން,5.4.4,ފެންވަރު 5.4: އުނގެނުމާއި އުނގަންނައިދިނުމުގައި އިސްވެރިންގެ ދައުރު
555,1-  ކޯޑިނޭޝަންތައް ކުރިއަށްދާ ގޮތް  ޑެޕިއުޓީ ޕްރިންސިޕަލް ބަލައި އިރުޝާދު ދޭ,އުނގެނުމާއި އުނގަންނައިދިނުމުގެ ކަންކަން މޮނިޓަރކޮށް މުވައްޒަފުންނަށް ބޭނުންވާ ފަންނީ ލަފަޔާއި އިރުޝާދު ދިނުން,5.4.5.1,އުނގެނުމާއި އުނގަންނައިދިނުމުގައި ޑެޕިއުޓީ ޕްރިންސިޕަލުގެ ބައިވެރިވުން,5.4.5,ފެންވަރު 5.4: އުނގެނުމާއި އުނގަންނައިދިނުމުގައި އިސްވެރިންގެ ދައުރު
556,2-  ލީޑިންގ ޓީޗަރުންގެ ފިލާވަޅުތައް ތާވަލުކޮށްގެން އޮބްޒާވްކޮށް ލިޔުމުން ފީޑުބެކު ދޭ,އުނގެނުމާއި އުނގަންނައިދިނުމުގެ ކަންކަން މޮނިޓަރކޮށް މުވައްޒަފުންނަށް ބޭނުންވާ ފަންނީ ލަފަޔާއި އިރުޝާދު ދިނުން,5.4.5.1,އުނގެނުމާއި އުނގަންނައިދިނުމުގައި ޑެޕިއުޓީ ޕްރިންސިޕަލުގެ ބައިވެރިވުން,5.4.5,ފެންވަރު 5.4: އުނގެނުމާއި އުނގަންނައިދިނުމުގައި އިސްވެރިންގެ ދައުރު
557,3- މުދައްރިސުންގެ ފިލާވަޅުތައް ތާވަލުކޮށްގެން އޮބްޒާވްކޮށް ލިޔުމުން ފީޑުބެކު ދޭ,އުނގެނުމާއި އުނގަންނައިދިނުމުގެ ކަންކަން މޮނިޓަރކޮށް މުވައްޒަފުންނަށް ބޭނުންވާ ފަންނީ ލަފަޔާއި އިރުޝާދު ދިނުން,5.4.5.1,އުނގެނުމާއި އުނގަންނައިދިނުމުގައި ޑެޕިއުޓީ ޕްރިންސިޕަލުގެ ބައިވެރިވުން,5.4.5,ފެންވަރު 5.4: އުނގެނުމާއި އުނގަންނައިދިނުމުގައި އިސްވެރިންގެ ދައުރު
558,4- ދަރިވަރުންގެ ފޮތްތައް ބަލައި ލީޑިންގ ޓީޗަރުންނަށް ފީޑުބެކް ދޭ,އުނގެނުމާއި އުނގަންނައިދިނުމުގެ ކަންކަން މޮނިޓަރކޮށް މުވައްޒަފުންނަށް ބޭނުންވާ ފަންނީ ލަފަޔާއި އިރުޝާދު ދިނުން,5.4.5.1,އުނގެނުމާއި އުނގަންނައިދިނުމުގައި ޑެޕިއުޓީ ޕްރިންސިޕަލުގެ ބައިވެރިވުން,5.4.5,ފެންވަރު 5.4: އުނގެނުމާއި އުނގަންނައިދިނުމުގައި އިސްވެރިންގެ ދައުރު
559,5- ދަރިވަރުންގެ ފޮތްތައް ބަލައި މުދައްރިސުންނަށް ފީޑުބެކް ދޭ,އުނގެނުމާއި އުނގަންނައިދިނުމުގެ ކަންކަން މޮނިޓަރކޮށް މުވައްޒަފުންނަށް ބޭނުންވާ ފަންނީ ލަފަޔާއި އިރުޝާދު ދިނުން,5.4.5.1,އުނގެނުމާއި އުނގަންނައިދިނުމުގައި ޑެޕިއުޓީ ޕްރިންސިޕަލުގެ ބައިވެރިވުން,5.4.5,ފެންވަރު 5.4: އުނގެނުމާއި އުނގަންނައިދިނުމުގައި އިސްވެރިންގެ ދައުރު
560,1- އުނގެނުމާއި އުނގަންނައިދިނުމުގެ ކަންތައްތަކުގެ ރެކޯޑުތައް ބަލަހައްޓާ,ޑެޕިއުޓީ ޕްރިންސިޕަލުންގެ ބެލުމުގެ ދަށުގައިވާ މުވައްޒަފުންނާ ހަވާލުކޮށްފައިވާ ޒިންމާތަކާއި މަސްއޫލިއްޔަތުތަކަށް އެ މުވައްޒަފުން ޖަވާބުދާރީކުރުވުން,5.4.5.2,އުނގެނުމާއި އުނގަންނައިދިނުމުގައި ޑެޕިއުޓީ ޕްރިންސިޕަލުގެ ބައިވެރިވުން,5.4.5,ފެންވަރު 5.4: އުނގެނުމާއި އުނގަންނައިދިނުމުގައި އިސްވެރިންގެ ދައުރު
561,2- މުވައްޒަފުންގެ މަސައްކަތްތައް މުއްދަތަށް ނިންމާކަން ކަށަވަރުކުރޭ,ޑެޕިއުޓީ ޕްރިންސިޕަލުންގެ ބެލުމުގެ ދަށުގައިވާ މުވައްޒަފުންނާ ހަވާލުކޮށްފައިވާ ޒިންމާތަކާއި މަސްއޫލިއްޔަތުތަކަށް އެ މުވައްޒަފުން ޖަވާބުދާރީކުރުވުން,5.4.5.2,އުނގެނުމާއި އުނގަންނައިދިނުމުގައި ޑެޕިއުޓީ ޕްރިންސިޕަލުގެ ބައިވެރިވުން,5.4.5,ފެންވަރު 5.4: އުނގެނުމާއި އުނގަންނައިދިނުމުގައި އިސްވެރިންގެ ދައުރު
562,3- މުވައްޒަފުން ޒިންމާދާރުކުރުމުގެ ގޮތުން އަޅަންޖެހޭ ފިޔަވަޅުތައް އަޅާ,ޑެޕިއުޓީ ޕްރިންސިޕަލުންގެ ބެލުމުގެ ދަށުގައިވާ މުވައްޒަފުންނާ ހަވާލުކޮށްފައިވާ ޒިންމާތަކާއި މަސްއޫލިއްޔަތުތަކަށް އެ މުވައްޒަފުން ޖަވާބުދާރީކުރުވުން,5.4.5.2,އުނގެނުމާއި އުނގަންނައިދިނުމުގައި ޑެޕިއުޓީ ޕްރިންސިޕަލުގެ ބައިވެރިވުން,5.4.5,ފެންވަރު 5.4: އުނގެނުމާއި އުނގަންނައިދިނުމުގައި އިސްވެރިންގެ ދައުރު
563,1- ލީޑިންގ ޓީޗަރުން ކޯޑިނޭޝަން މީޓިންތައް ކުރިއަށް ގެންދޭ ,ކޯޑިނޭޝަން މީޓިންތައް ލީޑިންގ ޓީޗަރުން ކުރިއަށް ގެންގޮސް ފަންނީ ލަފަޔާއި އިރުޝާދުދިނުން,5.4.6.1,ލީޑިންގ ޓީޗަރުން އުނގެނުމާއި އުގަންނައިދިނުމުގެ ކަންކަން ބަލައި މޮނިޓަރކުރުން,5.4.6,ފެންވަރު 5.4: އުނގެނުމާއި އުނގަންނައިދިނުމުގައި އިސްވެރިންގެ ދައުރު
564,2- ކޯޑިނޭޝަން މީޓިންތަކުގައި މުދައްރިސުންނަށް ފަންނީލަފަޔާއި އިރުޝާދު ދޭ,ކޯޑިނޭޝަން މީޓިންތައް ލީޑިންގ ޓީޗަރުން ކުރިއަށް ގެންގޮސް ފަންނީ ލަފަޔާއި އިރުޝާދުދިނުން,5.4.6.1,ލީޑިންގ ޓީޗަރުން އުނގެނުމާއި އުގަންނައިދިނުމުގެ ކަންކަން ބަލައި މޮނިޓަރކުރުން,5.4.6,ފެންވަރު 5.4: އުނގެނުމާއި އުނގަންނައިދިނުމުގައި އިސްވެރިންގެ ދައުރު
565,3- ކޯޑިނޭޝަނުގައި މަޝްވަރާކުރާ ކަންކަން ކުރުމަށް މަގުފަހިކޮށްދޭ,ކޯޑިނޭޝަން މީޓިންތައް ލީޑިންގ ޓީޗަރުން ކުރިއަށް ގެންގޮސް ފަންނީ ލަފަޔާއި އިރުޝާދުދިނުން,5.4.6.1,ލީޑިންގ ޓީޗަރުން އުނގެނުމާއި އުގަންނައިދިނުމުގެ ކަންކަން ބަލައި މޮނިޓަރކުރުން,5.4.6,ފެންވަރު 5.4: އުނގެނުމާއި އުނގަންނައިދިނުމުގައި އިސްވެރިންގެ ދައުރު
566,1- ކޯޑިނޭޝަނުގައި މަޝްވަރާކުރެވުނު ގޮތަށް ލެސަން ޕްލޭން ތައްޔާރުކުރާކަން ކަށަވަރުކުރޭ,ލީޑިންގ ޓީޗަރުން މުދައްރިސުންގެ ލެސަން ޕްލޭނުތައް ބަލައި އިރުޝާދުދިނުން,5.4.6.2,ލީޑިންގ ޓީޗަރުން އުނގެނުމާއި އުގަންނައިދިނުމުގެ ކަންކަން ބަލައި މޮނިޓަރކުރުން,5.4.6,ފެންވަރު 5.4: އުނގެނުމާއި އުނގަންނައިދިނުމުގައި އިސްވެރިންގެ ދައުރު
567,2- ލެސަން ޕްލޭނަށް ފީޑްބެކް ދޭ,ލީޑިންގ ޓީޗަރުން މުދައްރިސުންގެ ލެސަން ޕްލޭނުތައް ބަލައި އިރުޝާދުދިނުން,5.4.6.2,ލީޑިންގ ޓީޗަރުން އުނގެނުމާއި އުގަންނައިދިނުމުގެ ކަންކަން ބަލައި މޮނިޓަރކުރުން,5.4.6,ފެންވަރު 5.4: އުނގެނުމާއި އުނގަންނައިދިނުމުގައި އިސްވެރިންގެ ދައުރު
568,3- ރަނގަޅުކުރުމަށް އިރުޝާދު ދޭ ކަންކަން ރަނގަޅުކުރާކަން ކަށަވަރުކުރޭ,ލީޑިންގ ޓީޗަރުން މުދައްރިސުންގެ ލެސަން ޕްލޭނުތައް ބަލައި އިރުޝާދުދިނުން,5.4.6.2,ލީޑިންގ ޓީޗަރުން އުނގެނުމާއި އުގަންނައިދިނުމުގެ ކަންކަން ބަލައި މޮނިޓަރކުރުން,5.4.6,ފެންވަރު 5.4: އުނގެނުމާއި އުނގަންނައިދިނުމުގައި އިސްވެރިންގެ ދައުރު
569,1- ޑިވެލޮޕްމަންޓަލް ސްޕަވިޝަން ކުރިއަށް ގެންދޭ, ތާވަލުކޮށްގެން، މުދައްރިސުންގެ ފިލާވަޅުތައް ލީޑިންގ ޓީޗަރުން އޮބްޒާވްކޮށް، ފީޑުބެކްދިނުން,5.4.6.3,ލީޑިންގ ޓީޗަރުން އުނގެނުމާއި އުގަންނައިދިނުމުގެ ކަންކަން ބަލައި މޮނިޓަރކުރުން,5.4.6,ފެންވަރު 5.4: އުނގެނުމާއި އުނގަންނައިދިނުމުގައި އިސްވެރިންގެ ދައުރު
570,2- މުދައްރިސުންގެ ފިލާވަޅުތައް އޮބްޒާވްކުރޭ, ތާވަލުކޮށްގެން، މުދައްރިސުންގެ ފިލާވަޅުތައް ލީޑިންގ ޓީޗަރުން އޮބްޒާވްކޮށް، ފީޑުބެކްދިނުން,5.4.6.3,ލީޑިންގ ޓީޗަރުން އުނގެނުމާއި އުގަންނައިދިނުމުގެ ކަންކަން ބަލައި މޮނިޓަރކުރުން,5.4.6,ފެންވަރު 5.4: އުނގެނުމާއި އުނގަންނައިދިނުމުގައި އިސްވެރިންގެ ދައުރު
571,3- މުދައްރިސުންނަށް ލިޔުމުން ފީޑުބެކް ދޭ, ތާވަލުކޮށްގެން، މުދައްރިސުންގެ ފިލާވަޅުތައް ލީޑިންގ ޓީޗަރުން އޮބްޒާވްކޮށް، ފީޑުބެކްދިނުން,5.4.6.3,ލީޑިންގ ޓީޗަރުން އުނގެނުމާއި އުގަންނައިދިނުމުގެ ކަންކަން ބަލައި މޮނިޓަރކުރުން,5.4.6,ފެންވަރު 5.4: އުނގެނުމާއި އުނގަންނައިދިނުމުގައި އިސްވެރިންގެ ދައުރު
572,1- ދަރިވަރުންގެ މަސައްކަތް ބަލައި އިރުޝާދު ދޭ,ދަރިވަރުންގެ މަސައްކަތްތައް ބެލުން,5.4.6.4,ލީޑިންގ ޓީޗަރުން އުނގެނުމާއި އުގަންނައިދިނުމުގެ ކަންކަން ބަލައި މޮނިޓަރކުރުން,5.4.6,ފެންވަރު 5.4: އުނގެނުމާއި އުނގަންނައިދިނުމުގައި އިސްވެރިންގެ ދައުރު
573,2- މުދައްރިސުން ދަރިވަރުންގެ މަސައްކަތް ބަލައި، ފީޑްބެކް ދޭކަން ކަށަވަރުކުރޭ,ދަރިވަރުންގެ މަސައްކަތްތައް ބެލުން,5.4.6.4,ލީޑިންގ ޓީޗަރުން އުނގެނުމާއި އުގަންނައިދިނުމުގެ ކަންކަން ބަލައި މޮނިޓަރކުރުން,5.4.6,ފެންވަރު 5.4: އުނގެނުމާއި އުނގަންނައިދިނުމުގައި އިސްވެރިންގެ ދައުރު
574,3- ބެލެނިވެރިން ދަރިވަރުންގެ މަސައްކަތް ބަލާކަން ކަށަވަރުކުރޭ,ދަރިވަރުންގެ މަސައްކަތްތައް ބެލުން,5.4.6.4,ލީޑިންގ ޓީޗަރުން އުނގެނުމާއި އުގަންނައިދިނުމުގެ ކަންކަން ބަލައި މޮނިޓަރކުރުން,5.4.6,ފެންވަރު 5.4: އުނގެނުމާއި އުނގަންނައިދިނުމުގައި އިސްވެރިންގެ ދައުރު
575,1- މުދައްރިސުންގެ މަސައްކަތާ ގުޅޭ ލިޔެކިޔުންތައް ބަލަހައްޓާ,މަސްއޫލިއްޔަތުތަކާ ގުޅޭ ލިޔެކިޔުންތައް އަދާހަމަކޮށް ބެލެހެއްޓުން,5.4.6.5,ލީޑިންގ ޓީޗަރުން އުނގެނުމާއި އުގަންނައިދިނުމުގެ ކަންކަން ބަލައި މޮނިޓަރކުރުން,5.4.6,ފެންވަރު 5.4: އުނގެނުމާއި އުނގަންނައިދިނުމުގައި އިސްވެރިންގެ ދައުރު
576,2- ހަވާލުކޮށްފައިވާ އެހެނިހެން މަސައްކަތްތަކާ ގުޅޭ ލިޔެކިޔުންތައް ބަލަހައްޓާ,މަސްއޫލިއްޔަތުތަކާ ގުޅޭ ލިޔެކިޔުންތައް އަދާހަމަކޮށް ބެލެހެއްޓުން,5.4.6.5,ލީޑިންގ ޓީޗަރުން އުނގެނުމާއި އުގަންނައިދިނުމުގެ ކަންކަން ބަލައި މޮނިޓަރކުރުން,5.4.6,ފެންވަރު 5.4: އުނގެނުމާއި އުނގަންނައިދިނުމުގައި އިސްވެރިންގެ ދައުރު
577,3- ލިޔެކިޔުންތައް ފަސޭހައިން ފެންނާނެ ގޮތަށް ތަރުތީބުކޮށް ބަލަހައްޓާ,މަސްއޫލިއްޔަތުތަކާ ގުޅޭ ލިޔެކިޔުންތައް އަދާހަމަކޮށް ބެލެހެއްޓުން,5.4.6.5,ލީޑިންގ ޓީޗަރުން އުނގެނުމާއި އުގަންނައިދިނުމުގެ ކަންކަން ބަލައި މޮނިޓަރކުރުން,5.4.6,ފެންވަރު 5.4: އުނގެނުމާއި އުނގަންނައިދިނުމުގައި އިސްވެރިންގެ ދައުރު
578,1- ޑެއިލީ ރައުންޑްތަކަށް ދިއުމަށް ތާވަލެއް ހަދާފައި ވޭ,ޑެއިލީ ރައުންޑްތަކަށް ދިއުން,5.4.6.6,ލީޑިންގ ޓީޗަރުން އުނގެނުމާއި އުގަންނައިދިނުމުގެ ކަންކަން ބަލައި މޮނިޓަރކުރުން,5.4.6,ފެންވަރު 5.4: އުނގެނުމާއި އުނގަންނައިދިނުމުގައި އިސްވެރިންގެ ދައުރު
579,2- ރައުންޑްތަކުން ފާހަގަކުރެވޭ ކަންކަން ރެކޯޑުކުރަމުން ދޭ,ޑެއިލީ ރައުންޑްތަކަށް ދިއުން,5.4.6.6,ލީޑިންގ ޓީޗަރުން އުނގެނުމާއި އުގަންނައިދިނުމުގެ ކަންކަން ބަލައި މޮނިޓަރކުރުން,5.4.6,ފެންވަރު 5.4: އުނގެނުމާއި އުނގަންނައިދިނުމުގައި އިސްވެރިންގެ ދައުރު
580,3- ފާހަގަކުރެވޭ ކަންކަމަށް ފިޔަވަޅުއަޅާ,ޑެއިލީ ރައުންޑްތަކަށް ދިއުން,5.4.6.6,ލީޑިންގ ޓީޗަރުން އުނގެނުމާއި އުގަންނައިދިނުމުގެ ކަންކަން ބަލައި މޮނިޓަރކުރުން,5.4.6,ފެންވަރު 5.4: އުނގެނުމާއި އުނގަންނައިދިނުމުގައި އިސްވެރިންގެ ދައުރު
581,1- ފައުންޑޭޝަން ސްޓޭޖުގެ ދަރިވަރުންނަށް މަދުވެގެން  3 ގަޑިއިރު ކިޔަވައިދޭކަން ކަށަވަރުކުރޭ,ފައުންޑޭޝަން ސްޓޭޖުގައި އުނގަންނައިދިނުމަށް ކަނޑައަޅައިފައިވާ ވަގުތު ބޭނުންކުރާ ގޮތް މޮނިޓަރކުރުން  ,5.4.6.7,ލީޑިންގ ޓީޗަރުން އުނގެނުމާއި އުގަންނައިދިނުމުގެ ކަންކަން ބަލައި މޮނިޓަރކުރުން,5.4.6,ފެންވަރު 5.4: އުނގެނުމާއި އުނގަންނައިދިނުމުގައި އިސްވެރިންގެ ދައުރު
582,2- ކޮންމެ ދުވަހަކު ވެސް ކުލާހުން ބޭރުގައި މަދުވެގެން 30 މިނިޓް (10 މިނިޓް ގައިޑެޑްކޮށް) ކުޅުމުގެ ފުރުސަތު ދަރިވަރުންނަށް ދޭކަން ކަށަވަރުކުރޭ,ފައުންޑޭޝަން ސްޓޭޖުގައި އުނގަންނައިދިނުމަށް ކަނޑައަޅައިފައިވާ ވަގުތު ބޭނުންކުރާ ގޮތް މޮނިޓަރކުރުން  ,5.4.6.7,ލީޑިންގ ޓީޗަރުން އުނގެނުމާއި އުގަންނައިދިނުމުގެ ކަންކަން ބަލައި މޮނިޓަރކުރުން,5.4.6,ފެންވަރު 5.4: އުނގެނުމާއި އުނގަންނައިދިނުމުގައި އިސްވެރިންގެ ދައުރު
583,3- ދަރިވަރުންނަށް ކިޔަވައިދިނުމުގައި އެސިސްޓެންޓް ޓީޗަރު، ދުވާލަކު މަދުވެގެން 2 ގަޑިއިރު ކުލާސް ޓީޗަރަށް އެހީތެރިވެދޭކަން ކަށަވަރުކުރޭ,ފައުންޑޭޝަން ސްޓޭޖުގައި އުނގަންނައިދިނުމަށް ކަނޑައަޅައިފައިވާ ވަގުތު ބޭނުންކުރާ ގޮތް މޮނިޓަރކުރުން  ,5.4.6.7,ލީޑިންގ ޓީޗަރުން އުނގެނުމާއި އުގަންނައިދިނުމުގެ ކަންކަން ބަލައި މޮނިޓަރކުރުން,5.4.6,ފެންވަރު 5.4: އުނގެނުމާއި އުނގަންނައިދިނުމުގައި އިސްވެރިންގެ ދައުރު
584,1- ހަފްތާއަކު މަދުވެގެން އެއް ދުވަހު، ދަރިވަރުންނަށް ވެއްޔާކުޅުމުގެ ފުރުސަތު ދޭަކަން ކަށަވަރުކުރޭ ,ފައުންޑޭޝަން ސްޓޭޖުގެ ދަރިވަރުންނަށް ކްލާސްރޫމުން ބޭރުގައި ދޭންޖެހޭ ފުރުސަތުތައް ދިނުން  ,5.4.6.8,ލީޑިންގ ޓީޗަރުން އުނގެނުމާއި އުގަންނައިދިނުމުގެ ކަންކަން ބަލައި މޮނިޓަރކުރުން,5.4.6,ފެންވަރު 5.4: އުނގެނުމާއި އުނގަންނައިދިނުމުގައި އިސްވެރިންގެ ދައުރު
585,2- ހަފްތާއަކު މަދުވެގެން އެއް ދުވަހު، ދަރިވަރުންނަށް ފެނާކުޅުމުގެ ފުރުސަތު ދޭަކަން ކަށަވަރުކުރޭ ,ފައުންޑޭޝަން ސްޓޭޖުގެ ދަރިވަރުންނަށް ކްލާސްރޫމުން ބޭރުގައި ދޭންޖެހޭ ފުރުސަތުތައް ދިނުން  ,5.4.6.8,ލީޑިންގ ޓީޗަރުން އުނގެނުމާއި އުގަންނައިދިނުމުގެ ކަންކަން ބަލައި މޮނިޓަރކުރުން,5.4.6,ފެންވަރު 5.4: އުނގެނުމާއި އުނގަންނައިދިނުމުގައި އިސްވެރިންގެ ދައުރު
586,3- އުނގަންނައިދޭ ފިލާވަޅާ ގުޅުވައިގެން މައިދާނީ ދަތުރުތައް (ފީލްޑް ވިޒިޓްސް) ކުރިއަށް ގެންދާކަން ކަށަވަރުކުރޭ ,ފައުންޑޭޝަން ސްޓޭޖުގެ ދަރިވަރުންނަށް ކްލާސްރޫމުން ބޭރުގައި ދޭންޖެހޭ ފުރުސަތުތައް ދިނުން  ,5.4.6.8,ލީޑިންގ ޓީޗަރުން އުނގެނުމާއި އުގަންނައިދިނުމުގެ ކަންކަން ބަލައި މޮނިޓަރކުރުން,5.4.6,ފެންވަރު 5.4: އުނގެނުމާއި އުނގަންނައިދިނުމުގައި އިސްވެރިންގެ ދައުރު
743,1- މަންހަޖު ތަންފީޒުކުރުމަށް ބޭނުންވާ ފަންނީ އެހީތެރިކަން ޕްރިންސިޕަލްގެ ފަރާތުން ލިބޭ,މަންހަޖު ތަންފީޒުކުރުމަށް ބޭނުންވާ ފަންނީ އެހީތެރިކަން ލިބުން,5.4.7.1,މަންހަޖު ތަންފީޒުކުރުމަށް ބޭނުންވާ ފަންނީ އެހީތެރިކަން ލިބުން,5.4.7,ފެންވަރު 5.4: އުނގެނުމާއި އުނގަންނައިދިނުމުގައި އިސްވެރިންގެ ދައުރު
