BD,Indicators,Outcomes,OutcomeNo,Substrand,SubstrandNo,StrandNo and Strand
679,"1- ތިޖޫރީގައި ބަހައްޓާ ފައިސާގެ މަޢުލޫމާތު ""ތިޖޫރި ބާކީ ފޮތުން"" އަދާހަމަކުރަމުން ދޭ",ތިޖޫރީއާ ގުޅޭ ކަންކަމުގެ ލިޔެކިޔުންތައް ބެލެހެއްޓުން,5.9.1.2,ތިޖޫރީއާ ގުޅޭ ކަންކަން އުސޫލުތަކާ އެއްގޮތަށް ބެލެހެއްޓުން,5.9.1,ފެންވަރު 5.9: ބަޖެޓާ ގުޅޭ ކަންކަން ބެލެހެއްޓުން
680,2- މަހަކު އެއްފަހަރު  ތިޖޫރީ ރިޕޯޓު ތައްޔާރުކުރޭ,ތިޖޫރީއާ ގުޅޭ ކަންކަމުގެ ލިޔެކިޔުންތައް ބެލެހެއްޓުން,5.9.1.2,ތިޖޫރީއާ ގުޅޭ ކަންކަން އުސޫލުތަކާ އެއްގޮތަށް ބެލެހެއްޓުން,5.9.1,ފެންވަރު 5.9: ބަޖެޓާ ގުޅޭ ކަންކަން ބެލެހެއްޓުން
681,3- ތިޖޫރީ ރިޕޯޓުތައް މިނިސްޓްރީ އޮފް އެޑިޔުކޭޝަނަށް/ފިނޭންސް މިނިސްޓްރީއަށް ފޮނުވާ,ތިޖޫރީއާ ގުޅޭ ކަންކަމުގެ ލިޔެކިޔުންތައް ބެލެހެއްޓުން,5.9.1.2,ތިޖޫރީއާ ގުޅޭ ކަންކަން އުސޫލުތަކާ އެއްގޮތަށް ބެލެހެއްޓުން,5.9.1,ފެންވަރު 5.9: ބަޖެޓާ ގުޅޭ ކަންކަން ބެލެހެއްޓުން
682,1- ފައިސާ ބަލައިގަތުމުގައި ރަސީދު ތައްޔާރުކުރޭ,ފައިސާ ބަލައިގަތުމުގައި ރަސީދު ބޭނުންކުރުން,5.9.2.1,  ފައިސާ ބަލައިގަތުން,5.9.2,ފެންވަރު 5.9: ބަޖެޓާ ގުޅޭ ކަންކަން ބެލެހެއްޓުން
683,"2- ރަސީދުތަކުގެ ނަންބަރު ތަރުތީބުން ""ލިބޭ ފައިސާގެ ފޮތަށް"" އަރުވާ",ފައިސާ ބަލައިގަތުމުގައި ރަސީދު ބޭނުންކުރުން,5.9.2.1,  ފައިސާ ބަލައިގަތުން,5.9.2,ފެންވަރު 5.9: ބަޖެޓާ ގުޅޭ ކަންކަން ބެލެހެއްޓުން
684,3- ފައިސާ ބަލައިގަތުމަށް ފަހު ރަސީދު ދޫކުރޭ,ފައިސާ ބަލައިގަތުމުގައި ރަސީދު ބޭނުންކުރުން,5.9.2.1,  ފައިސާ ބަލައިގަތުން,5.9.2,ފެންވަރު 5.9: ބަޖެޓާ ގުޅޭ ކަންކަން ބެލެހެއްޓުން
685,1- ބަނޑޭރި ޕޭ އަށް މުވައްޒަފުން އަހުލުވެރިކުރުވާ,ބަނޑޭރި ޕޭ އިން ފައިސާ ބަލައިގަތުން,5.9.2.2,  ފައިސާ ބަލައިގަތުން,5.9.2,ފެންވަރު 5.9: ބަޖެޓާ ގުޅޭ ކަންކަން ބެލެހެއްޓުން
686,2- ބަނޑޭރި ޕޭ އިން ސްކޫލަށް ލިބޭ އާމްދަނީ ފައިސާ ބަލައިގަނޭ,ބަނޑޭރި ޕޭ އިން ފައިސާ ބަލައިގަތުން,5.9.2.2,  ފައިސާ ބަލައިގަތުން,5.9.2,ފެންވަރު 5.9: ބަޖެޓާ ގުޅޭ ކަންކަން ބެލެހެއްޓުން
687,3- ބަނޑޭރި ޕޭ ރިޕޯޓާއި ޖާރނަލް ވައުޗަރ މިނިސްޓްރީގެ ފައިނޭންސް ޑިވިޜަނަށް ފޮނުވާ (ހަމައެކަނި މާލޭ ސުކޫޅްސް),ބަނޑޭރި ޕޭ އިން ފައިސާ ބަލައިގަތުން,5.9.2.2,  ފައިސާ ބަލައިގަތުން,5.9.2,ފެންވަރު 5.9: ބަޖެޓާ ގުޅޭ ކަންކަން ބެލެހެއްޓުން
688,1- ޕީޓީއޭގެ ހަރަކާތްތަކުން ސްކޫލަށް ލިބޭ ފައިސާ އެކައުންޓަށް ޖަމާކުރޭ,އެހެނިހެން ފައިސާ ބަލައިގަތުމާއި  އެކައުންޓަށް ޖަމާކުރުން,5.9.2.3,  ފައިސާ ބަލައިގަތުން,5.9.2,ފެންވަރު 5.9: ބަޖެޓާ ގުޅޭ ކަންކަން ބެލެހެއްޓުން
689,2- އެކިއެކި ހަރަކާތްތަކުން ސްކޫލަށް ލިބޭ ފައިސާ  އެކައުންޓަށް ޖަމާކުރޭ,އެހެނިހެން ފައިސާ ބަލައިގަތުމާއި  އެކައުންޓަށް ޖަމާކުރުން,5.9.2.3,  ފައިސާ ބަލައިގަތުން,5.9.2,ފެންވަރު 5.9: ބަޖެޓާ ގުޅޭ ކަންކަން ބެލެހެއްޓުން
690,3- އެހީގެ ގޮތުގައި ސްކޫލަށް ލިބޭ ފައިސާ  އެކައުންޓަށް ޖަމާކުރޭ,އެހެނިހެން ފައިސާ ބަލައިގަތުމާއި  އެކައުންޓަށް ޖަމާކުރުން,5.9.2.3,  ފައިސާ ބަލައިގަތުން,5.9.2,ފެންވަރު 5.9: ބަޖެޓާ ގުޅޭ ކަންކަން ބެލެހެއްޓުން
691,1- ކަނޑައަޅައިފައިވާ މުވައްޒަފަށް އެކަނި ބޭނުންކުރެވޭ ގޮތަށް، ރައްކާތެރިކަމާއެކު ސްޓޮކު ބަލަހައްޓާ,އުސޫލުތަކާ އެއްގޮތަށް ސްޓޮކް ބެލެހެއްޓުން,5.9.3.1,ސްޓޮކް ބެލެހެއްޓުން,5.9.3,ފެންވަރު 5.9: ބަޖެޓާ ގުޅޭ ކަންކަން ބެލެހެއްޓުން
692,2- ފޯމަކުން ނުވަތަ ފޮތުގައި ލިޔެގެން އެކަމަށް ހުއްދަ ލިޔުމުން ލިބިގެން ސްޓޮކުން މުދާ ދޫކުރޭ,އުސޫލުތަކާ އެއްގޮތަށް ސްޓޮކް ބެލެހެއްޓުން,5.9.3.1,ސްޓޮކް ބެލެހެއްޓުން,5.9.3,ފެންވަރު 5.9: ބަޖެޓާ ގުޅޭ ކަންކަން ބެލެހެއްޓުން
693,3- ސްޓޮކަށް ވައްދަންޖެހޭ ހުރިހައި ތަކެތި ދުވަހުން ދުވަހަށް ސްޓޮކަށް ވައްދައި، ސްޓޮކުގެ ބާކީ ބަލަހައްޓާ,އުސޫލުތަކާ އެއްގޮތަށް ސްޓޮކް ބެލެހެއްޓުން,5.9.3.1,ސްޓޮކް ބެލެހެއްޓުން,5.9.3,ފެންވަރު 5.9: ބަޖެޓާ ގުޅޭ ކަންކަން ބެލެހެއްޓުން
590,4- ސްޓޮކުން ފަސޭހައިން ތަކެތި ލިބޭނެ އިންތިޒާމު ހަމަޖައްސައިފައި ވޭ,އުސޫލުތަކާ އެއްގޮތަށް ސްޓޮކް ބެލެހެއްޓުން,5.9.3.1,ސްޓޮކް ބެލެހެއްޓުން,5.9.3,ފެންވަރު 5.9: ބަޖެޓާ ގުޅޭ ކަންކަން ބެލެހެއްޓުން
694,1- މުސާރައާ ގުޅޭ ލިޔެކިޔުންތައް (ޙާޟިރީ ރިޕޯޓު،މުސާރަ ޝީޓު، އިތުރު ގަޑީގެ ރިޕޯޓު، ގަޑީ ލާރީގެ ރިޕޯޓު، ކްރެޑިޓް ސްކީމްތަކުގެ ރިޕޯޓު) ފުރިހަމަކުރޭ,މުސާރަ ވައުޗަރާއެކު ހުންނަންޖެހޭ ލިޔެކިއުންތައް އެޓޭޗްކޮށް ފައިލްކުރުން,5.9.4.1,މުސާރަ ވައުޗަރާ ގުޅޭ ލިޔެކިޔުންތައް ބެލެހެއްޓުން,5.9.4,ފެންވަރު 5.9: ބަޖެޓާ ގުޅޭ ކަންކަން ބެލެހެއްޓުން
695,2- ސޮއިކުރަންޖެހޭ ފަރާތްތަކުން ސޮއިކޮށްފައި ވޭ,މުސާރަ ވައުޗަރާއެކު ހުންނަންޖެހޭ ލިޔެކިއުންތައް އެޓޭޗްކޮށް ފައިލްކުރުން,5.9.4.1,މުސާރަ ވައުޗަރާ ގުޅޭ ލިޔެކިޔުންތައް ބެލެހެއްޓުން,5.9.4,ފެންވަރު 5.9: ބަޖެޓާ ގުޅޭ ކަންކަން ބެލެހެއްޓުން
696,3- މުސާރައާ ގުޅޭ ލިޔެކިޔުންތައް ތަރުތީބުކޮށް ފައިލުކުރޭ,މުސާރަ ވައުޗަރާއެކު ހުންނަންޖެހޭ ލިޔެކިއުންތައް އެޓޭޗްކޮށް ފައިލްކުރުން,5.9.4.1,މުސާރަ ވައުޗަރާ ގުޅޭ ލިޔެކިޔުންތައް ބެލެހެއްޓުން,5.9.4,ފެންވަރު 5.9: ބަޖެޓާ ގުޅޭ ކަންކަން ބެލެހެއްޓުން
697,1- އިތުރުގަޑީގެ މަސައްކަތްކުރުމުގެ ކުރިން ސުޕަވައިޒަރުގެ ހުއްދަ ހޯދާ, ޤަވާޢިދާ އެއްގޮތަށް އިތުރު ގަޑީގެ ފައިސާ ދިނުން,5.9.5.1,އިތުރު ގަޑީގެ ފައިސާ ދިނުން,5.9.5,ފެންވަރު 5.9: ބަޖެޓާ ގުޅޭ ކަންކަން ބެލެހެއްޓުން
698,2-  މުސާރައިގެ %10 އަށް ވުރެ އިތުރު ނުވާ ގޮތަށް ކޮންޓްރެކްޓް މުވައްޒަފުންނަށް އިތުރު ގަޑީގެ ފައިސާ ދޭ, ޤަވާޢިދާ އެއްގޮތަށް އިތުރު ގަޑީގެ ފައިސާ ދިނުން,5.9.5.1,އިތުރު ގަޑީގެ ފައިސާ ދިނުން,5.9.5,ފެންވަރު 5.9: ބަޖެޓާ ގުޅޭ ކަންކަން ބެލެހެއްޓުން
699,3- އިތުރު ގަޑީގައި މަސައްކަތްކުރި ގޮތުގެ ރެކޯޑުތައް ބަލަހައްޓާ, ޤަވާޢިދާ އެއްގޮތަށް އިތުރު ގަޑީގެ ފައިސާ ދިނުން,5.9.5.1,އިތުރު ގަޑީގެ ފައިސާ ދިނުން,5.9.5,ފެންވަރު 5.9: ބަޖެޓާ ގުޅޭ ކަންކަން ބެލެހެއްޓުން
700,1- އިންވެންޓްރީ ރަޖިސްޓްރީގައި ރެކޯޑުކުރޭ,ހަރުމުދަލާ ގުޅޭ ކަންކަން ބެލެހެއްޓުން,5.9.6.1,ހަރުމުދަލާއި ނީލަމާ ގުޅޭ ކަންކަން ޤަވާޢިދާ އެއްގޮތަށް ކުރިއަށްގެންދިއުން,5.9.6,ފެންވަރު 5.9: ބަޖެޓާ ގުޅޭ ކަންކަން ބެލެހެއްޓުން
701,2- ހުރިހައި ހަރުމުދަލެއްގައި އިންވެންޓްރީ ކޯޑުޖަހާ އިންވެންޓްރީ އަދާހަމަކުރޭ,ހަރުމުދަލާ ގުޅޭ ކަންކަން ބެލެހެއްޓުން,5.9.6.1,ހަރުމުދަލާއި ނީލަމާ ގުޅޭ ކަންކަން ޤަވާޢިދާ އެއްގޮތަށް ކުރިއަށްގެންދިއުން,5.9.6,ފެންވަރު 5.9: ބަޖެޓާ ގުޅޭ ކަންކަން ބެލެހެއްޓުން
702,3- މިނިސްޓްރީ އޮފް އެޑިޔުކޭޝަންގެ ހުއްދަ ލިޔުމުން ހޯދައިގެން ނީލަން ޕޯޓަލް މެދުވެރިކޮށް ތަކެތި ނީލަންކިޔާ,ހަރުމުދަލާ ގުޅޭ ކަންކަން ބެލެހެއްޓުން,5.9.6.1,ހަރުމުދަލާއި ނީލަމާ ގުޅޭ ކަންކަން ޤަވާޢިދާ އެއްގޮތަށް ކުރިއަށްގެންދިއުން,5.9.6,ފެންވަރު 5.9: ބަޖެޓާ ގުޅޭ ކަންކަން ބެލެހެއްޓުން
703,1- ތިންފަރާތުގެ ކޯޓޭޝަން ހޯދާ,35000ރ. އަށް ވުރެ ދަށުގެ މުދަލާއި ޚިދުމަތް  ޤަވާޢިދާ އެއްގޮތަށް ހޯދުން,5.9.7.1,މުދަލާއި ޚިދުމަތް ހޯދުމާ ގުޅޭ ކަންކަން ޤަވާޢިދާ އެއްގޮތަށް ކުރިއަށްގެންދިއުން,5.9.7,ފެންވަރު 5.9: ބަޖެޓާ ގުޅޭ ކަންކަން ބެލެހެއްޓުން
704,"
2- އެންމެ ކުޑަ އަގެއް ހުށަހެޅި ފަރާތުން މުދަލާއި ޚިދުމަތް ހޯދާ",35000ރ. އަށް ވުރެ ދަށުގެ މުދަލާއި ޚިދުމަތް  ޤަވާޢިދާ އެއްގޮތަށް ހޯދުން,5.9.7.1,މުދަލާއި ޚިދުމަތް ހޯދުމާ ގުޅޭ ކަންކަން ޤަވާޢިދާ އެއްގޮތަށް ކުރިއަށްގެންދިއުން,5.9.7,ފެންވަރު 5.9: ބަޖެޓާ ގުޅޭ ކަންކަން ބެލެހެއްޓުން
705,"
3- ސަރުކާރު ރޭޓަށް ވުރެ އަގު ބޮޑު ނަމަ ފިނޭންސް މިނިސްޓްރީގެ ހުއްދަ ހޯދާ",35000ރ. އަށް ވުރެ ދަށުގެ މުދަލާއި ޚިދުމަތް  ޤަވާޢިދާ އެއްގޮތަށް ހޯދުން,5.9.7.1,މުދަލާއި ޚިދުމަތް ހޯދުމާ ގުޅޭ ކަންކަން ޤަވާޢިދާ އެއްގޮތަށް ކުރިއަށްގެންދިއުން,5.9.7,ފެންވަރު 5.9: ބަޖެޓާ ގުޅޭ ކަންކަން ބެލެހެއްޓުން
706,1- ކެޕިޓަލް/ މަރާމާތު ހުއްދަ ހޯދާ,35000ރ. އަށް ވުރެ މަތީގެ މުދަލާއި ޚިދުމަތް  ޤަވާޢިދާ އެއްގޮތަށް ހޯދުން,5.9.7.2,މުދަލާއި ޚިދުމަތް ހޯދުމާ ގުޅޭ ކަންކަން ޤަވާޢިދާ އެއްގޮތަށް ކުރިއަށްގެންދިއުން,5.9.7,ފެންވަރު 5.9: ބަޖެޓާ ގުޅޭ ކަންކަން ބެލެހެއްޓުން
707,2- މުދަލާ ޚިދުމަތް ހޯދުމަށް އާންމުކޮށް(ގެޒެޓުގައި) އިއުލާނުކުރޭ,35000ރ. އަށް ވުރެ މަތީގެ މުދަލާއި ޚިދުމަތް  ޤަވާޢިދާ އެއްގޮތަށް ހޯދުން,5.9.7.2,މުދަލާއި ޚިދުމަތް ހޯދުމާ ގުޅޭ ކަންކަން ޤަވާޢިދާ އެއްގޮތަށް ކުރިއަށްގެންދިއުން,5.9.7,ފެންވަރު 5.9: ބަޖެޓާ ގުޅޭ ކަންކަން ބެލެހެއްޓުން
708,"
3- މުދަލާ ޚިދުމަތް ހޯދުމުގެ ކުރިން ބިޑު ކޮމިޓީއިން ( ފިނޭންސް މިނިސްޓްރީގައި ރެޖިސްޓަރ ކޮށްފައިވާ) ފާސްކުރޭ",35000ރ. އަށް ވުރެ މަތީގެ މުދަލާއި ޚިދުމަތް  ޤަވާޢިދާ އެއްގޮތަށް ހޯދުން,5.9.7.2,މުދަލާއި ޚިދުމަތް ހޯދުމާ ގުޅޭ ކަންކަން ޤަވާޢިދާ އެއްގޮތަށް ކުރިއަށްގެންދިއުން,5.9.7,ފެންވަރު 5.9: ބަޖެޓާ ގުޅޭ ކަންކަން ބެލެހެއްޓުން
709,4- މުދަލާ ޚިދުމަތް ހޯދުމަށް އެއްބަސްވުން ހަދާ,35000ރ. އަށް ވުރެ މަތީގެ މުދަލާއި ޚިދުމަތް  ޤަވާޢިދާ އެއްގޮތަށް ހޯދުން,5.9.7.2,މުދަލާއި ޚިދުމަތް ހޯދުމާ ގުޅޭ ކަންކަން ޤަވާޢިދާ އެއްގޮތަށް ކުރިއަށްގެންދިއުން,5.9.7,ފެންވަރު 5.9: ބަޖެޓާ ގުޅޭ ކަންކަން ބެލެހެއްޓުން
710,5- އިއުލާންކޮށްގެން ސްކޫލުގައި ކޮށްފައިވާ މަސައްކަތްތަކުގެ ހުރިހައި ލިއެކިއުންތަކެއް ބަލަހައްޓައިފައި ވޭ,35000ރ. އަށް ވުރެ މަތީގެ މުދަލާއި ޚިދުމަތް  ޤަވާޢިދާ އެއްގޮތަށް ހޯދުން,5.9.7.2,މުދަލާއި ޚިދުމަތް ހޯދުމާ ގުޅޭ ކަންކަން ޤަވާޢިދާ އެއްގޮތަށް ކުރިއަށްގެންދިއުން,5.9.7,ފެންވަރު 5.9: ބަޖެޓާ ގުޅޭ ކަންކަން ބެލެހެއްޓުން
711,1- 2000 އާ 35000ރ ދެމެދު ނަމަ މަދުވެގެން 3 ފަރާތެއްގެ ކޯޓޭޝަން ހޯދާ,މާލިއްޔަތު ޤަވާޢިދާ އެއްގޮތަށް ސްކޫލުން ތަންތަން ކުއްޔަށް ހިފުން,5.9.7.3,މުދަލާއި ޚިދުމަތް ހޯދުމާ ގުޅޭ ކަންކަން ޤަވާޢިދާ އެއްގޮތަށް ކުރިއަށްގެންދިއުން,5.9.7,ފެންވަރު 5.9: ބަޖެޓާ ގުޅޭ ކަންކަން ބެލެހެއްޓުން
712,2- 35000ރ އަށް ވުރެ މަތި ނަމަ މިނިސްޓްރީ އޮފް އެޑިއުކޭޝަނުގެ ހުއްދައާއެކު ޢިއުލާނުކުރޭ,މާލިއްޔަތު ޤަވާޢިދާ އެއްގޮތަށް ސްކޫލުން ތަންތަން ކުއްޔަށް ހިފުން,5.9.7.3,މުދަލާއި ޚިދުމަތް ހޯދުމާ ގުޅޭ ކަންކަން ޤަވާޢިދާ އެއްގޮތަށް ކުރިއަށްގެންދިއުން,5.9.7,ފެންވަރު 5.9: ބަޖެޓާ ގުޅޭ ކަންކަން ބެލެހެއްޓުން
713,3- ވެރިފަރާތާއެކު އެއްބަސްވުން ހަދާ,މާލިއްޔަތު ޤަވާޢިދާ އެއްގޮތަށް ސްކޫލުން ތަންތަން ކުއްޔަށް ހިފުން,5.9.7.3,މުދަލާއި ޚިދުމަތް ހޯދުމާ ގުޅޭ ކަންކަން ޤަވާޢިދާ އެއްގޮތަށް ކުރިއަށްގެންދިއުން,5.9.7,ފެންވަރު 5.9: ބަޖެޓާ ގުޅޭ ކަންކަން ބެލެހެއްޓުން
714,1- މަހުން މަހަށް ތައްޔާރުކުރަންޖެހޭ ބަޖެޓު ރިޕޯޓު ތައްޔާރުކުރޭ,ބަަޖެޓު ރިޕޯޓު ތައްޔާރުކުރުން,5.9.8.1,ފައިސާއާ ގުޅޭ ލިޔެކިޔުންތައް އަދާހަމަކޮށް ބެލެހެއްޓުން,5.9.8,ފެންވަރު 5.9: ބަޖެޓާ ގުޅޭ ކަންކަން ބެލެހެއްޓުން
715,2- ބަޖެޓު ރިޕޯޓުގައި (ތައްޔާރުކުރި، ޗެކްކުރި އަދި ހުއްދަ ދެއްވި ވެރިއެއްގެ) ސޮއިކޮށްފައި ވޭ,ބަަޖެޓު ރިޕޯޓު ތައްޔާރުކުރުން,5.9.8.1,ފައިސާއާ ގުޅޭ ލިޔެކިޔުންތައް އަދާހަމަކޮށް ބެލެހެއްޓުން,5.9.8,ފެންވަރު 5.9: ބަޖެޓާ ގުޅޭ ކަންކަން ބެލެހެއްޓުން
716,3- ބަޖެޓް ރިޕޯޓު މަހުން މަހަށް މިނިސްޓްރީއަށް ފޮނުވާ,ބަަޖެޓް ރިޕޯޓު ތައްޔާރުކުރުން,5.9.8.1,ފައިސާއާ ގުޅޭ ލިޔެކިޔުންތައް އަދާހަމަކޮށް ބެލެހެއްޓުން,5.9.8,ފެންވަރު 5.9: ބަޖެޓާ ގުޅޭ ކަންކަން ބެލެހެއްޓުން
717,1- ބަަޖެޓް ރިޕޯޓު ތައްޔާރުކޮށްފައި ވޭ,ރިޕޯޓު ތައްޔާރުކުރުމާއި މިނިސްޓްރީއަށް ފޮނުވުން,5.9.8.2,ފައިސާއާ ގުޅޭ ލިޔެކިޔުންތައް އަދާހަމަކޮށް ބެލެހެއްޓުން,5.9.8,ފެންވަރު 5.9: ބަޖެޓާ ގުޅޭ ކަންކަން ބެލެހެއްޓުން
718,2- ސްކޫލަށް ލިބޭ ފައިސާގެ ރިޕޯޓު ތައްޔާރުކޮށްފައި ވޭ,ރިޕޯޓު ތައްޔާރުކުރުމާއި މިނިސްޓްރީއަށް ފޮނުވުން,5.9.8.2,ފައިސާއާ ގުޅޭ ލިޔެކިޔުންތައް އަދާހަމަކޮށް ބެލެހެއްޓުން,5.9.8,ފެންވަރު 5.9: ބަޖެޓާ ގުޅޭ ކަންކަން ބެލެހެއްޓުން
719,3- ދައުލަތުގެ އާމްދަނީ ރިޕޯޓު ތައްޔާރުކޮށްފައި ވޭ,ރިޕޯޓު ތައްޔާރުކުރުމާއި މިނިސްޓްރީއަށް ފޮނުވުން,5.9.8.2,ފައިސާއާ ގުޅޭ ލިޔެކިޔުންތައް އަދާހަމަކޮށް ބެލެހެއްޓުން,5.9.8,ފެންވަރު 5.9: ބަޖެޓާ ގުޅޭ ކަންކަން ބެލެހެއްޓުން
720,4- ރިޕޯޓުތަކުގައި (ތައްޔާރު ކުރި، ޗެކްކުރި އަދި ހުއްދަ ދެއްވި ވެރިއެއްގެ) ސޮއިކޮށްފައި ވޭ,ރިޕޯޓު ތައްޔާރުކުރުމާއި މިނިސްޓްރީއަށް ފޮނުވުން,5.9.8.2,ފައިސާއާ ގުޅޭ ލިޔެކިޔުންތައް އަދާހަމަކޮށް ބެލެހެއްޓުން,5.9.8,ފެންވަރު 5.9: ބަޖެޓާ ގުޅޭ ކަންކަން ބެލެހެއްޓުން
721,5- ރިޕޯޓުތައް ޤަވާއިދުން މިނިސްޓްރީއަށް ފޮނުވާ,ރިޕޯޓް ތައްޔާރުކުރުމާއި މިނިސްޓްރީއަށް ފޮނުވުން,5.9.8.2,ފައިސާއާ ގުޅޭ ލިޔެކިޔުންތައް އަދާހަމަކޮށް ބެލެހެއްޓުން,5.9.8,ފެންވަރު 5.9: ބަޖެޓާ ގުޅޭ ކަންކަން ބެލެހެއްޓުން
722,"1- ސްކޫލުން ""ބިލް ރަޖިސްޓްރީ"" އާއި ""ޕޭމަންޓް ވައުޗަރު ރަޖިސްޓްރީ"" ބަލަހައްޓާ","ސްކޫލުން ""ބިލް ރަޖިސްޓްރީ""  އާއި ""ޕޭމަންޓް ވައުޗަރު ރަޖިސްޓްރީ""  ބެލެހެއްޓުން",5.9.8.3,ފައިސާއާ ގުޅޭ ލިޔެކިޔުންތައް އަދާހަމަކޮށް ބެލެހެއްޓުން,5.9.8,ފެންވަރު 5.9: ބަޖެޓާ ގުޅޭ ކަންކަން ބެލެހެއްޓުން
723,2- ޕޭމަންޓް ވައުޗަރުތަކުގައި ތަރުތީބުން ވައުޗަރ ނަމްބަރު ޖަހައިފައި ވޭ,"ސްކޫލުން ""ބިލް ރަޖިސްޓްރީ""  އާއި ""ޕޭމަންޓް ވައުޗަރު ރަޖިސްޓްރީ""  ބެލެހެއްޓުން",5.9.8.3,ފައިސާއާ ގުޅޭ ލިޔެކިޔުންތައް އަދާހަމަކޮށް ބެލެހެއްޓުން,5.9.8,ފެންވަރު 5.9: ބަޖެޓާ ގުޅޭ ކަންކަން ބެލެހެއްޓުން
724,3- ޕޭމަންޓް ވައުޗަރުތަކުގައި ސޮއިކުރަންޖެހޭ ހުރިހައި ފަރާތްތަކުން ސޮއި ކޮށްފައިވޭ,"ސްކޫލުން ""ބިލް ރަޖިސްޓްރީ""  އާއި ""ޕޭމަންޓް ވައުޗަރު ރަޖިސްޓްރީ""  ބެލެހެއްޓުން",5.9.8.3,ފައިސާއާ ގުޅޭ ލިޔެކިޔުންތައް އަދާހަމަކޮށް ބެލެހެއްޓުން,5.9.8,ފެންވަރު 5.9: ބަޖެޓާ ގުޅޭ ކަންކަން ބެލެހެއްޓުން
725,1- ސްކޫލުގެ ނަމުގައި ހުޅުވައިފައިވާ ބޭންކް އެކައުންޓުގެ ސްޓޭޓްމަންޓް މަހަކު އެއްފަހަރު ނަގައި، ބޭންކް ރިކޮންސިލިއޭޝަން ސްޓޭޓްމަންޓް ތައްޔާރުކުރޭ,ސްކޫލުގެ ނަމުގައި ހުޅުވާފައިވާ ބޭންކް އެކައުންޓް ބެލެހެއްޓުން,5.9.9.1,ސްކޫލުގެ ނަމުގައި ހުޅުވާފައިވާ ބޭންކް އެކައުންޓް ބެލެހެއްޓުން,5.9.9,ފެންވަރު 5.9: ބަޖެޓާ ގުޅޭ ކަންކަން ބެލެހެއްޓުން
726,2- ބޭންކް އެކައުންޓުގެ ސްޓޭޓްމަންޓާއި ބޭންކް ރިކޮންސިލިއޭޝަން ސްޓޭޓްމަންޓްގައި ތައްޔާރުކުރި، ޗެކްކުރި އަދި އިސް ވެރިއެއްގެ ސޮއިކޮށްފައި ވޭ,ސްކޫލުގެ ނަމުގައި ހުޅުވާފައިވާ ބޭންކް އެކައުންޓް ބެލެހެއްޓުން,5.9.9.1,ސްކޫލުގެ ނަމުގައި ހުޅުވާފައިވާ ބޭންކް އެކައުންޓް ބެލެހެއްޓުން,5.9.9,ފެންވަރު 5.9: ބަޖެޓާ ގުޅޭ ކަންކަން ބެލެހެއްޓުން
727,3- އެކައުންޓް ބާކީ ބަލަހައްޓަމުން ދޭ,ސްކޫލުގެ ނަމުގައި ހުޅުވާފައިވާ ބޭންކް އެކައުންޓް ބެލެހެއްޓުން,5.9.9.1,ސްކޫލުގެ ނަމުގައި ހުޅުވާފައިވާ ބޭންކް އެކައުންޓް ބެލެހެއްޓުން,5.9.9,ފެންވަރު 5.9: ބަޖެޓާ ގުޅޭ ކަންކަން ބެލެހެއްޓުން
728,1- ޚަރަދުކުރުމުގެ ކުރިން ޕީ.ޓީ.އޭ އާ މަޝްވަރާކުރޭ,ޕީ.ޓީ.އޭ ފަންޑުން ޚަރަދުކުރުމުގެ ކުރިން ޕީ.ޓީ.އޭ ގެ ހިންގާ ކޮމެޓީއިން، އެ ޚަރަދުކުރުމަށް ފާސްކުރުވުން,5.9.10.1,ޕީ.ޓީ.އޭ ފަންޑުން ޚަރަދުކުރުން ,5.9.10,ފެންވަރު 5.9: ބަޖެޓާ ގުޅޭ ކަންކަން ބެލެހެއްޓުން
729,2- ޚަރަދުކުރުމުގެ ކުރިން ޕީ.ޓީ.އޭ ގެ ހިންގާ ކޮމެޓީއިން، އެ ޚަރަދުކުރުމަށް ފާސްކޮށްފައި ވޭ,ޕީ.ޓީ.އޭ ފަންޑުން ޚަރަދުކުރުމުގެ ކުރިން ޕީ.ޓީ.އޭ ގެ ހިންގާ ކޮމެޓީއިން، އެ ޚަރަދުކުރުމަށް ފާސްކުރުވުން,5.9.10.1,ޕީ.ޓީ.އޭ ފަންޑުން ޚަރަދުކުރުން ,5.9.10,ފެންވަރު 5.9: ބަޖެޓާ ގުޅޭ ކަންކަން ބެލެހެއްޓުން
730,3- ޚަރަދުކުރުމަށް ޕީ.ޓީ.އޭ ގެ ހިންގާ ކޮމެޓީއިން ފާސްކުރި ޔައުމިއްޔާގައި މެންބަރުން ސޮއިކޮށްފައި ވޭ,ޕީ.ޓީ.އޭ ފަންޑުން ޚަރަދުކުރުމުގެ ކުރިން ޕީ.ޓީ.އޭ ގެ ހިންގާ ކޮމެޓީއިން، އެ ޚަރަދުކުރުމަށް ފާސްކުރުވުން,5.9.10.1,ޕީ.ޓީ.އޭ ފަންޑުން ޚަރަދުކުރުން ,5.9.10,ފެންވަރު 5.9: ބަޖެޓާ ގުޅޭ ކަންކަން ބެލެހެއްޓުން