,ލިޔެކިޔުމުން ބަލާނެކަންތައްތައް (ސްކޫލުގެ އެކިއެކި ކަންކަމާ ގުޅޭ),,,,,,,
516,1,އެސެމްބްލީ ޝެޑިއުލް,3- އެސެމްބްލީގައި ވާހަކަދެއްކުމުގެ ފުރުޞަތު ދަރިވަރުންނަށް ދޭ,މިނިސްޓްރީ އޮފް އެޑިޔުކޭޝަނުގެ ސަރކިޔުލަރއާ އެއްގޮތަށް  އެސެމްބްލީ ބޭއްވުން,5.2.4.1,އެސެމްބްލީ ކުރިއަށްދާ ގޮތް,5.2.4,ފެންވަރު 5.2: އިދާރީ ހިންގުން
522,1,ހާޒިރީ/ޔައުމިއްޔާ/ފޮޓޯ,3- ގަސް އިންދާ ހެއްދުމަށް، ދަރިވަރުން ލޯބިކުރުމަށް ސްކޫލުން މަސައްކަތްކުރޭ,ތިމާވެށްޓަށް ލޯބިކުރާ، ތިމާވެއްޓާ ރައްޓެހި ސްކޫލަކަށް ހެދުން,5.2.6.1,ތިމާވެށްޓާ ރަހުމަތްތެރި މާހައުލެއް ޤާއިމުކުރުން,5.2.6,ފެންވަރު 5.2: އިދާރީ ހިންގުން
629,1,ނަމާދު ޕްރޮގްރާމް ފޮތް/ އެސްއޯޕީ,"2- ދަރިވަރުންނަށް ނަމާދުގައި ކިޔާ ދުޢާތައް ދަސްކޮށްދިނުމަށާއި ނަމާދުގެ ހަރަކާތްތައް ދަސްކޮށްދިނުމަށް ޙަރަކާތްތައް ރާވައިގެން ހިންގާ


",ދީނީ ކަންކަން ކުރުމަށް ދަރިވަރުންނާއި މުވައްޒަފުންނަށް ބާރުއެޅުން,5.6.1.1,އިސްލާމީ ރިވެތި ސިފަތަކާއި އާދަތައް ދަސްކޮށްދިނުމަށް މަސައްކަތްކުރުން,5.6.1,ފެންވަރު 5.6: ޢަޤީދާ ހަރުދަނާކޮށް، ޤައުމިއްޔަތު ދިރުވައި، އިސްލާމީ ރިވެތި ސިފަތަކާއި އާދަތައް ހަރުލެއްވުން
630,1,ސްކޫލް ކަލަންޑަރ/ އެސްއޯޕީ/ ފޮޓޯ,"3- ސްކޫލުގެ ހުރިހައި ދަރިވަރުންނަށް ހުޅުވައިލައިގެން ޤުރުއާން މުބާރާތް ބާއްވާ

",ދީނީ ކަންކަން ކުރުމަށް ދަރިވަރުންނާއި މުވައްޒަފުންނަށް ބާރުއެޅުން,5.6.1.1,އިސްލާމީ ރިވެތި ސިފަތަކާއި އާދަތައް ދަސްކޮށްދިނުމަށް މަސައްކަތްކުރުން,5.6.1,ފެންވަރު 5.6: ޢަޤީދާ ހަރުދަނާކޮށް، ޤައުމިއްޔަތު ދިރުވައި، އިސްލާމީ ރިވެތި ސިފަތަކާއި އާދަތައް ހަރުލެއްވުން
631,1,ސްކޫލް ކަލަންޑަރ/ އެސްއޯޕީ/ ފޮޓޯ,"4- ދީނީ ގޮތުން ފާހަގަކުރަންޖެހޭ ދުވަސްތައް ފާހަގަކުރޭ

",ދީނީ ކަންކަން ކުރުމަށް ދަރިވަރުންނާއި މުވައްޒަފުންނަށް ބާރުއެޅުން,5.6.1.1,އިސްލާމީ ރިވެތި ސިފަތަކާއި އާދަތައް ދަސްކޮށްދިނުމަށް މަސައްކަތްކުރުން,5.6.1,ފެންވަރު 5.6: ޢަޤީދާ ހަރުދަނާކޮށް، ޤައުމިއްޔަތު ދިރުވައި، އިސްލާމީ ރިވެތި ސިފަތަކާއި އާދަތައް ހަރުލެއްވުން
637,1,ސްކޫލް ކަލަންޑަރ/ އެކްޓިވިޓީ އިމްޕްލިމެންޓޭޝަން ޗެކްލިސްޓް/އެކްޓިވިޓީ ޕްލޭން/ އެސްއޯޕީ/ ފޮޓޯ,"1- ޤައުމީ ގޮތުން ފާހަގަކުރަންޖެހޭ ދުވަސްތައް ސްކޫލުގެ އެކްޓިވިޓީ ކަލަންޑަރުގައި ހިމަނައި، ފާހަގަކުރޭ
",ޤައުމީ ގޮތުން ފާހަގަކުރަންޖެހޭ ދުވަސްތައް ފާހަގަކުރުން,5.6.2.1,ޤައުމިއްޔަތު ދިރުވައި އާލާކުުރުމަށް މަސައްކަތްކުރުން,5.6.2,ފެންވަރު 5.6: ޢަޤީދާ ހަރުދަނާކޮށް، ޤައުމިއްޔަތު ދިރުވައި، އިސްލާމީ ރިވެތި ސިފަތަކާއި އާދަތައް ހަރުލެއްވުން
638,1,ސްކޫލް ކަލަންޑަރ/ އެކްޓިވިޓީ އިމްޕްލިމެންޓޭޝަން ޗެކްލިސްޓް/އެކްޓިވިޓީ ޕްލޭން/ އެސްއޯޕީ/ ފޮޓޯ,2- ޤައުމީ ގޮތުން ފާހަގަކުރަންޖެހޭ  ދުވަސްތަކާ ގުޅިގެން ހިންގާ ތަފާތު ޙަރަކާތްތަކުން މައިގަނޑު ޤާބިލިއްޔަތުތައް ތަރައްގީކުރެވޭ ގޮތަށް ކުރިއަށް ގެންދޭ,ޤައުމީ ގޮތުން ފާހަގަކުރަންޖެހޭ ދުވަސްތައް ފާހަގަކުރުން,5.6.2.1,ޤައުމިއްޔަތު ދިރުވައި އާލާކުުރުމަށް މަސައްކަތްކުރުން,5.6.2,ފެންވަރު 5.6: ޢަޤީދާ ހަރުދަނާކޮށް، ޤައުމިއްޔަތު ދިރުވައި، އިސްލާމީ ރިވެތި ސިފަތަކާއި އާދަތައް ހަރުލެއްވުން
639,1,ސްކޫލް ކަލަންޑަރ/ އެކްޓިވިޓީ އިމްޕްލިމެންޓޭޝަން ޗެކްލިސްޓް/އެކްޓިވިޓީ ޕްލޭން/ އެސްއޯޕީ/ ފޮޓޯ,3 - ޤައުމީ ގޮތުން ފާހަގަކުރަންޖެހޭ ދުވަސްތަކާ ގުޅިގެން ހިންގާ ތަފާތު ޙަރަކާތްތަކުން، ހިއްސާކުރާ އަގުތައް ތަރައްގީކުރެވޭ ގޮތަށް، ކުރިއަށް ގެންދޭ,ޤައުމީ ގޮތުން ފާހަގަކުރަންޖެހޭ ދުވަސްތައް ފާހަގަކުރުން,5.6.2.1,ޤައުމިއްޔަތު ދިރުވައި އާލާކުުރުމަށް މަސައްކަތްކުރުން,5.6.2,ފެންވަރު 5.6: ޢަޤީދާ ހަރުދަނާކޮށް، ޤައުމިއްޔަތު ދިރުވައި، އިސްލާމީ ރިވެތި ސިފަތަކާއި އާދަތައް ހަރުލެއްވުން
641,1,ސްކޫލް ބޭސްޑް ބިހޭވިއަރ މެނޭޖުމަންޓް ޕޮލިސީ,1- ސްކޫލް ބޭސްޑް ބިހޭވިއަރ މެނޭޖުމަންޓް ޕޮލިސީއެއް އޮވޭ,ދަރިވަރުންގެ ކިބައިން ފެންނަ ނޭދެވޭ ޢަމަލުތައް ހުއްޓުވުމަށް މަސައްކަތްކުރުން,5.7.1.1, އަމާން މާހައުލެއް ގާއިމުކުރުން,5.7.1,ފެންވަރު 5.7: އިންސާނީ ޙައްޤުތައް ރައްކައުތެރިކުރުން
642,1,ހާޒިރީ/ޔައުމިއްޔާ/ފޮޓޯ,2- ބިހޭވިއަރ މެނޭޖުމަންޓް ޕޮލިސީއަށް މުވައްޒަފުން އަހުލުވެރިކުރުވާ,ދަރިވަރުންގެ ކިބައިން ފެންނަ ނޭދެވޭ ޢަމަލުތައް ހުއްޓުވުމަށް މަސައްކަތްކުރުން,5.7.1.1, އަމާން މާހައުލެއް ގާއިމުކުރުން,5.7.1,ފެންވަރު 5.7: އިންސާނީ ޙައްޤުތައް ރައްކައުތެރިކުރުން
643,1,ހާޒިރީ/ޔައުމިއްޔާ/ފޮޓޯ,3- ބިހޭވިއަރ މެނޭޖުމަންޓް ޕޮލިސީއަށް ދަރިވަރުން އަހުލުވެރިކުރުވާ,ދަރިވަރުންގެ ކިބައިން ފެންނަ ނޭދެވޭ ޢަމަލުތައް ހުއްޓުވުމަށް މަސައްކަތްކުރުން,5.7.1.1, އަމާން މާހައުލެއް ގާއިމުކުރުން,5.7.1,ފެންވަރު 5.7: އިންސާނީ ޙައްޤުތައް ރައްކައުތެރިކުރުން
644,1,ހާޒިރީ/ޔައުމިއްޔާ/ފޮޓޯ,4- ބިހޭވިއަރ މެނޭޖުމަންޓް ޕޮލިސީއަށް ބެލެނިވެރިން އަހުލުވެރިކުރުވާ,ދަރިވަރުންގެ ކިބައިން ފެންނަ ނޭދެވޭ ޢަމަލުތައް ހުއްޓުވުމަށް މަސައްކަތްކުރުން,5.7.1.1, އަމާން މާހައުލެއް ގާއިމުކުރުން,5.7.1,ފެންވަރު 5.7: އިންސާނީ ޙައްޤުތައް ރައްކައުތެރިކުރުން
645,1,މައްސަލަ ދިމާވެފައިވާ ދަރިވަރުންގެ ލިސްޓް/ހާޒިރީ/ޔައުމިއްޔާ/ކޭސް ރިކޯޑް,5- ބިހޭވިއަރ މެނޭޖުމަންޓް ޕޮލިސީއާ އެއްގޮތަށް ފިޔަވަޅުތައް އަޅާ,ދަރިވަރުންގެ ކިބައިން ފެންނަ ނޭދެވޭ ޢަމަލުތައް ހުއްޓުވުމަށް މަސައްކަތްކުރުން,5.7.1.1, އަމާން މާހައުލެއް ގާއިމުކުރުން,5.7.1,ފެންވަރު 5.7: އިންސާނީ ޙައްޤުތައް ރައްކައުތެރިކުރުން
646,1, ޕޮލިސީ/އެސް.އޯ.ޕީ,1- ސްކޫލުގައި އިންސާނީ ޙައްޤުތަކާއި ކުޑަކުދިންގެ ޙައްޤުތައް ރައްކާތެރިކުރުމާ ގުޅޭ ޕޮލިސީ/އެސް.އޯ.ޕީތައް ހުރޭ,ސްކޫލް މާހައުލަކީ، އިންސާނީ ޙައްޤުތަކަށާއި ކުޑަކުދިންގެ ޙައްޤުތަކަށް ފުރިހަމައަށް އިޙްތިރާމުކުރާ، ރައްކާތެރި މާހައުލަކަށް ހެދުމަށް މަސައްކަތްކުރުން,5.7.1.2, އަމާން މާހައުލެއް ގާއިމުކުރުން,5.7.1,ފެންވަރު 5.7: އިންސާނީ ޙައްޤުތައް ރައްކައުތެރިކުރުން
647,1,ހާޒިރީ/ޔައުމިއްޔާ/ފޮޓޯ,2- ޕޮލިސީ/އެސް.އޯ.ޕީތަކަށް މުދައްރިސުން އަހުލުވެރިކުރުވާ,ސްކޫލް މާހައުލަކީ، އިންސާނީ ޙައްޤުތަކަށާއި ކުޑަކުދިންގެ ޙައްޤުތަކަށް ފުރިހަމައަށް އިޙްތިރާމުކުރާ، ރައްކާތެރި މާހައުލަކަށް ހެދުމަށް މަސައްކަތްކުރުން,5.7.1.2, އަމާން މާހައުލެއް ގާއިމުކުރުން,5.7.1,ފެންވަރު 5.7: އިންސާނީ ޙައްޤުތައް ރައްކައުތެރިކުރުން
648,1,ހާޒިރީ/ޔައުމިއްޔާ/ފޮޓޯ,3- ޕޮލިސީ/އެސް.އޯ.ޕީތަކަށް ދަރިވަރުން އަހުލުވެރިކުރުވާ,ސްކޫލް މާހައުލަކީ، އިންސާނީ ޙައްޤުތަކަށާއި ކުޑަކުދިންގެ ޙައްޤުތަކަށް ފުރިހަމައަށް އިޙްތިރާމުކުރާ، ރައްކާތެރި މާހައުލަކަށް ހެދުމަށް މަސައްކަތްކުރުން,5.7.1.2, އަމާން މާހައުލެއް ގާއިމުކުރުން,5.7.1,ފެންވަރު 5.7: އިންސާނީ ޙައްޤުތައް ރައްކައުތެރިކުރުން
649,1,ހާޒިރީ/ޔައުމިއްޔާ/ފޮޓޯ,4- ޕޮލިސީ/އެސް.އޯ.ޕީތަކަށް ބެލެނިވެރިން އަހުލުވެރިކުރުވާ,ސްކޫލް މާހައުލަކީ، އިންސާނީ ޙައްޤުތަކަށާއި ކުޑަކުދިންގެ ޙައްޤުތަކަށް ފުރިހަމައަށް އިޙްތިރާމުކުރާ، ރައްކާތެރި މާހައުލަކަށް ހެދުމަށް މަސައްކަތްކުރުން,5.7.1.2, އަމާން މާހައުލެއް ގާއިމުކުރުން,5.7.1,ފެންވަރު 5.7: އިންސާނީ ޙައްޤުތައް ރައްކައުތެރިކުރުން
650,1,އެކްޓިވިޓީ ކަލަންޑަރ/ ހިންގި ހަރަކާތްތަކުގެ ރެކޯޑް/ފޮޓޯ,5- ސްކޫލުގައި އިންސާނީ ޙައްޤުތަކާއި ކުޑަކުދިންގެ ޙައްޤުތައް ރައްކާތެރިކުރުމާ ގުޅޭ ހަރަކާތްތައް ރާވާ ހިންގާ,ސްކޫލް މާހައުލަކީ، އިންސާނީ ޙައްޤުތަކަށާއި ކުޑަކުދިންގެ ޙައްޤުތަކަށް ފުރިހަމައަށް އިޙްތިރާމުކުރާ، ރައްކާތެރި މާހައުލަކަށް ހެދުމަށް މަސައްކަތްކުރުން,5.7.1.2, އަމާން މާހައުލެއް ގާއިމުކުރުން,5.7.1,ފެންވަރު 5.7: އިންސާނީ ޙައްޤުތައް ރައްކައުތެރިކުރުން
651,1,އެކްޓިވިޓީ ކަލަންޑަރ/ ހިންގި ހަރަކާތްތަކުގެ ރެކޯޑް/ފޮޓޯ,1- ގުޅުން ބަދަހިވާ ފަދަ ހަރަކާތްތައް ދަރިވަރުންނަށް ހިންގާ,ސްކޫލް މާހައުލަކީ ޞުލްޙަ މަސަލަސްކަމާއި އެކުވެރިކަމަށް ބާރުއަޅާ ތަނަކަށް ހެދުމަށް ސްކޫލުން މަސައްކަތްކުރުން,5.7.1.3, އަމާން މާހައުލެއް ގާއިމުކުރުން,5.7.1,ފެންވަރު 5.7: އިންސާނީ ޙައްޤުތައް ރައްކައުތެރިކުރުން
652,1,އެކްޓިވިޓީ ކަލަންޑަރ/ ހިންގި ހަރަކާތްތަކުގެ ރެކޯޑް/ފޮޓޯ,2- ގުޅުން ބަދަހިވާ ފަދަ ހަރަކާތްތައް މުވައްޒަފުންނަށް ހިންގާ,ސްކޫލް މާހައުލަކީ ޞުލްޙަ މަސަލަސްކަމާއި އެކުވެރިކަމަށް ބާރުއަޅާ ތަނަކަށް ހެދުމަށް ސްކޫލުން މަސައްކަތްކުރުން,5.7.1.3, އަމާން މާހައުލެއް ގާއިމުކުރުން,5.7.1,ފެންވަރު 5.7: އިންސާނީ ޙައްޤުތައް ރައްކައުތެރިކުރުން
653,1,އެކްޓިވިޓީ ކަލަންޑަރ/ ހިންގި ހަރަކާތްތަކުގެ ރެކޯޑް/ފޮޓޯ,3- ގުޅުން ބަދަހިވާ ފަދަ ހަރަކާތްތައް ބެލެނިވެރިންނަށް ހިންގާ,ސްކޫލް މާހައުލަކީ ޞުލްޙަ މަސަލަސްކަމާއި އެކުވެރިކަމަށް ބާރުއަޅާ ތަނަކަށް ހެދުމަށް ސްކޫލުން މަސައްކަތްކުރުން,5.7.1.3, އަމާން މާހައުލެއް ގާއިމުކުރުން,5.7.1,ފެންވަރު 5.7: އިންސާނީ ޙައްޤުތައް ރައްކައުތެރިކުރުން
658,1,އެކްޓިވިޓީ ކަލަންޑަރ/ހެލްތު ޕްލޭން,"1- ޞިއްޙީ ގޮތުން ފާހަގަކުރަންޖެހޭ ދުވަސްތައް ސްކޫލުގެ އެކްޓިވިޓީ ކަލަންޑަރުގައި ހިމަނައިފައިވޭ
",ޞިއްޙީ ގޮތުން ފާހަގަކުރަންޖެހޭ ދުވަސްތައް ފާހަގަކުރުން,5.8.1.1,ޞިއްޙީ ހޭލުންތެރިކަން އިތުރުކުރުމަށް މަސައްކަތްކުރުން,5.8.1,ފެންވަރު 5.8: ޞިއްޙަތާއި ކުޅިވަރު ހަރަކާތްތައް ކުރިއަށް ގެންދިއުން
659,1,ސްކޫލް ކަލަންޑަރ/ އެކްޓިވިޓީ އިމްޕްލިމެންޓޭޝަން ޗެކްލިސްޓް/އެކްޓިވިޓީ ޕްލޭން/ އެސްއޯޕީ/ ފޮޓޯ, 2- ޞިއްޙީ ގޮތުން ފާހަގަކުރަންޖެހޭ  ދުވަސްތަކާ ގުޅިގެން ހިންގާ ތަފާތު ޙަރަކާތްތަކުން މައިގަނޑު ޤާބިލިއްޔަތުތައް ތަރައްގީކުރެވޭ ގޮތަށް ކުރިއަށް ގެންދޭ,ޞިއްޙީ ގޮތުން ފާހަގަކުރަންޖެހޭ ދުވަސްތައް ފާހަގަކުރުން,5.8.1.1,ޞިއްޙީ ހޭލުންތެރިކަން އިތުރުކުރުމަށް މަސައްކަތްކުރުން,5.8.1,ފެންވަރު 5.8: ޞިއްޙަތާއި ކުޅިވަރު ހަރަކާތްތައް ކުރިއަށް ގެންދިއުން
660,1,ސްކޫލް ކަލަންޑަރ/ އެކްޓިވިޓީ އިމްޕްލިމެންޓޭޝަން ޗެކްލިސްޓް/އެކްޓިވިޓީ ޕްލޭން/ އެސްއޯޕީ/ ފޮޓޯ,3- ޞިއްޙީ ގޮތުން ފާހަގަކުރަންޖެހޭ  ދުވަސްތަކާ ގުޅިގެން ހިންގާ ތަފާތު ޙަރަކާތްތަކުން ހިއްސާކުރާ އަގުތައް ތަރައްގީކުރެވޭ ގޮތަށް ކުރިއަށް ގެންދޭ,ޞިއްޙީ ގޮތުން ފާހަގަކުރަންޖެހޭ ދުވަސްތައް ފާހަގަކުރުން,5.8.1.1,ޞިއްޙީ ހޭލުންތެރިކަން އިތުރުކުރުމަށް މަސައްކަތްކުރުން,5.8.1,ފެންވަރު 5.8: ޞިއްޙަތާއި ކުޅިވަރު ހަރަކާތްތައް ކުރިއަށް ގެންދިއުން
662,1,އެކްޓިވިޓީ ކަލަންޑަރ/ އެކްޓިވިޓީ ޕްލޭން /ޔުނިފޯމު ހަރަކާތްތަކުގެ ރެކޯޑް/އިމްޕްލިމެންޓޭޝަން ޗެކްލިސްޓް/ފޮޓޯ,2- ޔުނިފޯމު ހަރަކާތްތައް ތާވަލާ އެއްގޮތަށް ކުރިއަށް ގެންގޮސް ލިޔެކިޔުންތައް ބަލަހައްޓާ,އިންޓެލެކްޗުއަލް އެންޑް ސޯޝަލް އެކްޓިވިޓީސް (ޔުނިފޯމު ހަރަކާތްތައް) ހިންގުން,5.8.2.1,ކޯކަރިކިޔުލަރ ހަރަކާތްތައް ހިންގުން,5.8.2,ފެންވަރު 5.8: ޞިއްޙަތާއި ކުޅިވަރު ހަރަކާތްތައް ކުރިއަށް ގެންދިއުން
665,1,އެކްޓިވިޓީ ކަލަންޑަރ/ އެކްޓިވިޓީ ޕްލޭން /ޔުނިފޯމު ހަރަކާތްތަކުގެ ރެކޯޑް/އިމްޕްލިމެންޓޭޝަން ޗެކްލިސްޓް/ފޮޓޯ, 2- ކްލަބް ޖަމްޢިއްޔާތަކުގެ ޙަރަކާތްތައް ތާވަލާ އެއްގޮތަށް ކުރިއަށް ގެންދޭ ,ސިވިކް ވެލިއުސް އެކްޓިވިޓީސް (މަދަނީ ތަރުބިއްޔަތު- ކްލަބް ޖަމްޢިއްޔާތަކުގެ ޙަރަކާތްތައް ފަދަ) ހިންގުން,5.8.2.2,ކޯކަރިކިޔުލަރ ހަރަކާތްތައް ހިންގުން,5.8.2,ފެންވަރު 5.8: ޞިއްޙަތާއި ކުޅިވަރު ހަރަކާތްތައް ކުރިއަށް ގެންދިއުން
666,1,އެކްޓިވިޓީ ކަލަންޑަރ/ އެކްޓިވިޓީ ޕްލޭން /ޔުނިފޯމު ހަރަކާތްތަކުގެ ރެކޯޑް/އިމްޕްލިމެންޓޭޝަން ޗެކްލިސްޓް/ފޮޓޯ,3- ކްލަބް ޖަމްޢިއްޔާތަކުގެ ޙަރަކާތްތަކުގެ ލިޔެކިޔުންތައް ބަލަހައްޓާ,ސިވިކް ވެލިއުސް އެކްޓިވިޓީސް (މަދަނީ ތަރުބިއްޔަތު- ކްލަބް ޖަމްޢިއްޔާތަކުގެ ޙަރަކާތްތައް ފަދަ) ހިންގުން,5.8.2.2,ކޯކަރިކިޔުލަރ ހަރަކާތްތައް ހިންގުން,5.8.2,ފެންވަރު 5.8: ޞިއްޙަތާއި ކުޅިވަރު ހަރަކާތްތައް ކުރިއަށް ގެންދިއުން
673,1,ހުރިހައި ދަރިވަރުންނަށް އަމާޒުކޮށް ހިންގި ހަރަކާތްތަކުގެ ލިސްޓް /އެސްއޯޕީ/ ފޮޓޯ,2- ސުކޫލުގައި ހިންގާ ތަފާތު ހަރަކާތްތަކުގައި ބައިވެރިވުމުގެ ފުރުޞަތު ދަރިވަރުންނަށް ދޭ ,ކުޅިވަރާއި އެހެނިހެން ހަރަކާތްތަކުގައި ބައިވެރިވުމުގެ ފުރުސަތު ދަރިވަރުންނަަށް ހޯދައިދިނުން,5.8.2.4,ކޯކަރިކިޔުލަރ ހަރަކާތްތައް ހިންގުން,5.8.2,ފެންވަރު 5.8: ޞިއްޙަތާއި ކުޅިވަރު ހަރަކާތްތައް ކުރިއަށް ގެންދިއުން
674,1,ދަރިވަރުން ބައިވެރިވެފައިވާ ތަފާތު ހަރަކާތްތަކުގެ  ލިސްޓު/ފޮޓޯ,3- ސްކޫލުން ބޭރުން ލިބެން ހުންނަ ފުރުޞަތުތައް ދަރިވަރުންނަށް ތަނަވަސްކޮށްދޭ,ކުޅިވަރާއި އެހެނިހެން ހަރަކާތްތަކުގައި ބައިވެރިވުމުގެ ފުރުސަތު ދަރިވަރުންނަަށް ހޯދައިދިނުން,5.8.2.4,ކޯކަރިކިޔުލަރ ހަރަކާތްތައް ހިންގުން,5.8.2,ފެންވަރު 5.8: ޞިއްޙަތާއި ކުޅިވަރު ހަރަކާތްތައް ކުރިއަށް ގެންދިއުން
910,1,ވަޒީފާ ބަޔާން/ވީކްލީ ރެކޯޑްސް/މޮނިޓަރިން މެކޭނިޒަމް/އަޅައިފައިވާ އިދާރީ ފިޔަވަޅުގެ ރެކޯޑް,5- މުވައްޒަފުންނާ ހަވާލުކޮށްފައިވާ ޒިންމާތަކާއި މަސްއޫލިއްޔަތުތަކަށް ލީޑިންގ ޓީޗަރު އެ މުވައްޒަފުން ޖަވާބުދާރީކުރުވާ,މުވައްޒަފުން ޒިންމާދާރުކުރުވުން,5.5.4.2,މުވައްޒަފުން ޒިންމާދާރުކުރުވުން,5.5.4,ފެންވަރު 5.5: އިދާރީ އިންތިޒާމުތަައް ހަމަޖެއްސުން